city_area,state,ufo_shape,encounter_length,date_documented,latitude,longitude,date
scranton,pa,sphere,90.0,11/28/2007,41.4088889,-75.6627778,07-03-2007
san diego,ca,light,5.0,11/28/2007,32.7152778,-117.1563889,10-27-2007
hartman,ar,sphere,180.0,7/3/2013,35.4325,-93.6152778,06-24-2013
kent,oh,disk,240.0,10/20/2005,41.1536111,-81.3580556,08-15-1974
canonsburg,pa,triangle,300.0,1/21/2008,40.2625,-80.1875,01-12-2008
madisonville,ky,light,120.0,4/18/2012,37.3280556,-87.4988889,04-06-2012
sarasota,fl,other,300.0,4/2/1999,27.3361111,-82.5308333,02-19-1999
coalinga,ca,triangle,900.0,8/7/2007,36.1397222,-120.3591667,07-19-2007
killingworth,ct,fireball,5.0,1/10/2009,41.3580556,-72.5641667,12-13-2008
quartzsite,az,triangle,300.0,11/21/2010,33.6638889,-114.2291667,04-25-1995
prineville,or,light,2400.0,3/13/2012,44.3,-120.8333333,02-18-2012
skytop,pa,circle,60.0,4/25/2002,41.2277778,-75.2386111,04-20-2002
henderson,ky,diamond,600.0,10/8/2007,37.8361111,-87.59,08-21-2007
seminary,ms,circle,600.0,6/27/2011,31.5622222,-89.4975,06-24-2011
basking ridge (near),nj,chevron,30.0,4/22/2003,40.7061111,-74.5497222,08-07-1988
muscatine,ia,rectangle,120.0,7/16/2006,41.4244444,-91.0430556,05-25-2006
lake elsinore,ca,other,60.0,6/23/1999,33.6680556,-117.3263889,05-02-1999
ocala,fl,changing,1800.0,7/5/2005,29.1869444,-82.1402778,01-19-2005
rockford,il,light,1200.0,4/1/2000,42.2711111,-89.0938889,03-10-2000
middle river,md,disk,360.0,11/21/2010,39.3341667,-76.4397222,11-17-2010
ewan,wa,diamond,1200.0,2/18/2011,47.1169444,-117.7338889,02-05-2011
carmichael,ca,circle,600.0,8/21/2011,38.6172222,-121.3272222,08-13-2011
hollister,ca,triangle,120.0,10/10/2011,36.8525,-121.4005556,08-23-2011
brinnon,wa,circle,6.0,12/12/2009,47.6794444,-122.8969444,08-14-2009
birmingham,al,circle,15.0,1/12/2012,33.5205556,-86.8025,12-31-2011
fairfield,ia,triangle,180.0,11/26/2003,41.0086111,-91.9625,11-19-2003
anthony,ks,light,30.0,10/30/2006,37.1533333,-98.0308333,07-16-2006
salinas,ca,light,300.0,9/29/2004,36.6777778,-121.6544444,09-15-2004
henderson,nv,diamond,10800.0,3/21/2014,36.0397222,-114.9811111,06-06-2008
tempe,az,oval,720.0,11/20/2013,33.4147222,-111.9086111,11-17-2013
kentwood,mi,sphere,15.0,10/10/2011,42.8694444,-85.6447222,06-06-1995
concord,nc,light,3600.0,5/13/2012,35.4086111,-80.5797222,04-20-2012
corinth,tx,other,15.0,3/6/2001,33.1538889,-97.0644444,03-28-2000
san diego,ca,fireball,60.0,10/31/2008,32.7152778,-117.1563889,10-24-2008
cape coral,fl,circle,600.0,2/14/2010,26.5625,-81.9497222,11-22-2009
rifle,co,light,120.0,8/5/2009,39.5347222,-107.7825,07-24-2009
oxford,oh,light,300.0,8/30/2013,39.5069444,-84.7452778,08-02-2013
elizabethtown,ky,light,3.0,2/1/2007,37.6938889,-85.8591667,12-16-2006
allenspark,co,light,60.0,11/11/2013,40.1944444,-105.525,08-25-1985
new york city (manhattan),ny,sphere,300.0,10/31/2003,40.7141667,-74.0063889,10-28-2003
grand canyon,az,light,60.0,4/27/2004,36.0544444,-112.1386111,04-19-2004
benton,il,disk,900.0,10/2/1999,37.9966667,-88.92,06-01-1962
berlin,ct,triangle,120.0,3/8/2007,41.6213889,-72.7461111,02-24-2007
port republic,nj,fireball,15.0,5/29/2011,39.5205556,-74.4861111,05-28-2011
sparks,nv,light,240.0,5/13/2012,39.535,-119.7516667,05-06-2012
cedar city,ut,flash,360.0,12/12/2011,37.6775,-113.0611111,11-16-2011
salem,or,triangle,600.0,3/19/2002,44.9430556,-123.0338889,01-17-2002
farmington,nm,light,14.0,10/30/2006,36.7280556,-108.2180556,10-01-2006
san bruno,ca,other,180.0,4/16/2005,37.6305556,-122.41,04-01-1992
gibsonton,fl,triangle,120.0,6/12/2008,27.8533333,-82.3827778,04-05-2008
loveland,co,light,30.0,9/2/2005,40.3977778,-105.0744444,08-06-2005
woodbury,mn,light,7200.0,10/30/2006,44.9238889,-92.9591667,08-06-2006
olathe,ks,light,180.0,5/11/2005,38.8813889,-94.8188889,04-29-2005
beverly hills,ca,light,1800.0,10/30/2012,34.0736111,-118.3994444,10-28-2012
hancock,wi,fireball,180.0,12/20/2012,44.1336111,-89.5230556,11-23-2012
new york city,ny,changing,300.0,11/20/2002,40.7141667,-74.0063889,11-19-2002
jacksonville,fl,fireball,300.0,2/14/2014,30.3319444,-81.6558333,02-09-2014
alameda,ca,circle,1200.0,11/21/2010,37.7652778,-122.2405556,09-03-2010
south fallsburg,ny,circle,30.0,2/16/2000,41.7205556,-74.6347222,05-25-1990
pompano beach,fl,other,600.0,5/2/2014,26.2375,-80.125,04-24-2014
la mirada,ca,light,3600.0,7/16/2006,33.9172222,-118.0111111,05-14-2006
rockaway beach,or,light,240.0,10/14/2013,45.6136111,-123.9416667,10-05-2013
frisco,nc,sphere,7200.0,4/18/2012,35.235,-75.6288889,04-09-2012
lawton,ok,sphere,180.0,5/14/2002,34.6086111,-98.39,10-15-1995
russellville,ar,sphere,600.0,4/12/2013,35.2783333,-93.1336111,06-30-1957
pasadena,ca,light,7.0,1/11/2002,34.1477778,-118.1436111,12-08-2001
oakland,ca,triangle,30.0,7/25/2004,37.8044444,-122.2697222,12-10-1997
carthage,il,flash,120.0,9/15/2005,40.4163889,-91.1361111,09-14-2005
fairfield,ia,formation,20.0,10/15/2003,41.0086111,-91.9625,10-07-2003
cleveland,oh,circle,180.0,2/18/2001,41.4994444,-81.6955556,05-01-1988
indian trail,nc,sphere,300.0,8/30/2013,35.0766667,-80.6694444,08-03-2013
bastrop,la,light,3600.0,3/7/1998,32.7561111,-91.8722222,12-29-1996
lubbock (outside city limits),tx,rectangle,900.0,7/5/1999,33.5777778,-101.8547222,08-01-1986
st. agatha,me,light,600.0,2/18/2001,47.2430556,-68.3141667,09-01-1976
albuquerque,nm,sphere,600.0,5/24/2005,35.0844444,-106.6505556,09-11-2001
cramerton,nc,triangle,120.0,4/13/2010,35.2386111,-81.0752778,03-07-2010
venice,ca,chevron,3.0,11/21/2010,33.9908333,-118.4591667,10-23-2010
los angeles,ca,light,300.0,8/12/2008,34.0522222,-118.2427778,08-09-2008
mineral bluff,ga,cigar,7200.0,2/21/2014,34.9144444,-84.2766667,02-14-2014
denver,co,disk,120.0,11/20/2001,39.7391667,-104.9841667,10-12-2001
wichita,ks,light,2.0,6/8/2012,37.6922222,-97.3372222,06-05-2012
helena,mt,oval,300.0,12/12/2011,46.5927778,-112.0352778,11-28-2011
channing,mi,disk,60.0,12/2/2000,46.1416667,-88.0938889,10-31-2000
oklahoma city (near),ok,light,10.0,8/28/2003,35.4675,-97.5161111,07-28-2003
west warwick,ri,egg,15.0,3/17/2004,41.7,-71.4166667,03-15-2004
whitehall,pa,light,600.0,7/6/2011,39.7908333,-77.1097222,07-03-2011
lockport,ny,fireball,180.0,9/9/2013,43.1705556,-78.6905556,08-25-2013
caldwell,id,light,300.0,5/13/2012,43.6630556,-116.6863889,04-20-2012
everett,pa,light,180.0,3/18/2014,40.0113889,-78.3736111,03-01-2014
hamburg,ny,light,3600.0,8/5/2001,42.7158333,-78.8297222,06-13-2001
white plains,ny,changing,5.0,3/9/2004,41.0338889,-73.7633333,03-05-2004
roseville,ca,oval,600.0,10/12/2001,38.7522222,-121.2869444,08-26-2001
frankfort,mi,fireball,1500.0,9/30/2013,44.6336111,-86.2344444,09-26-2013
elk (approximately 15 miles south of mendocino),ca,light,5400.0,4/1/2000,39.1302778,-123.7166667,03-27-2000
mcarthur,oh,sphere,120.0,10/30/2012,39.2463889,-82.4786111,10-23-2012
manitowoc,wi,egg,5.0,1/10/2009,44.0886111,-87.6575,11-15-2008
havre,mt,fireball,600.0,3/11/2003,48.55,-109.6833333,01-09-2003
savoonga,ak,light,15.0,5/13/2012,63.6941667,-170.4788889,01-03-2011
yonkers,ny,light,14.0,9/2/2005,40.9311111,-73.8991667,06-15-1958
fort mill,sc,light,900.0,11/21/2010,35.0072222,-80.9452778,09-16-2010
ventura,ca,oval,600.0,12/16/2005,34.2783333,-119.2922222,11-12-2005
riverton,wy,fireball,5.0,1/29/2002,43.025,-108.3794444,01-31-1999
peru,in,egg,900.0,8/24/2004,40.7536111,-86.0688889,08-15-1991
massillon,oh,other,5.0,8/7/2007,40.7966667,-81.5216667,07-29-2007
schwenksville,pa,circle,2100.0,10/8/2007,40.2561111,-75.4641667,09-24-2007
myrtle beach,sc,triangle,1800.0,6/12/2007,33.6888889,-78.8869444,06-10-2007
santa rosa,ca,circle,7.0,10/2/1999,38.4405556,-122.7133333,09-15-1967
junction city,or,oval,300.0,1/10/2009,44.2194444,-123.2044444,12-07-2008
ottumwa,ia,light,1200.0,6/12/2007,41.0041667,-92.3736111,07-15-2006
carmichaels,pa,disk,60.0,10/10/2011,39.8966667,-79.9747222,08-25-2011
riverside,nj,light,900.0,2/14/2010,40.0322222,-74.9577778,01-22-2010
spokane,wa,flash,1.0,6/4/2004,47.6588889,-117.425,06-03-2004
cloverdale,ca,sphere,45.0,3/19/2009,38.8055556,-123.0161111,06-20-2008
harrisonville,mo,cigar,240.0,7/5/2008,38.6533333,-94.3486111,07-04-2008
crestwood,ky,light,180.0,4/27/2004,38.3241667,-85.4725,09-01-1982
vershire,vt,circle,10800.0,9/28/2002,43.9697222,-72.3230556,09-23-2002
leon,wv,other,10800.0,4/2/1999,38.7505556,-81.9608333,02-09-1999
hamden,ct,rectangle,7200.0,10/8/2007,41.3958333,-72.8972222,08-11-2006
haverstraw,ny,light,10800.0,12/20/2012,41.1975,-73.965,11-28-2012
spokane,wa,fireball,10.0,1/12/2012,47.6588889,-117.425,12-23-2011
westminster,ca,circle,300.0,8/5/2012,33.7591667,-118.0058333,07-04-2012
franklin,ma,light,240.0,9/29/2004,42.0833333,-71.3972222,09-13-2004
binghamton,ny,disk,900.0,4/16/2005,42.0986111,-75.9183333,02-10-1952
spring lake,nc,other,10800.0,11/3/2005,35.1677778,-78.9730556,10-15-2000
ellsworth,wi,light,900.0,5/24/2005,44.7322222,-92.4872222,06-22-1998
chicago,il,fireball,2.0,2/14/2006,41.85,-87.65,12-19-2005
nashville,tn,egg,5.0,11/21/2010,36.1658333,-86.7844444,11-11-2010
anchorage,ak,disk,1800.0,10/30/2006,61.2180556,-149.9002778,09-30-2006
buffalo,ny,fireball,180.0,5/13/2012,42.8863889,-78.8786111,03-19-2012
san diego,ca,egg,900.0,8/5/2001,32.7152778,-117.1563889,07-03-2001
fairport,ny,triangle,900.0,7/19/2010,43.0986111,-77.4422222,07-11-2010
auburn,wa,sphere,180.0,8/5/2009,47.3075,-122.2272222,07-04-2009
carbonado,wa,sphere,420.0,12/19/2003,47.08,-122.0502778,07-15-2003
north bergen,nj,disk,720.0,10/30/2006,40.8041667,-74.0125,08-18-2006
los angeles,ca,other,60.0,3/31/2008,34.0522222,-118.2427778,03-19-1977
indiana,pa,triangle,600.0,10/30/2006,40.6213889,-79.1527778,08-10-2006
covington,la,circle,2.0,12/12/2009,30.4752778,-90.1008333,11-25-2009
cocoa,fl,fireball,4.0,1/17/2004,28.3858333,-80.7422222,10-21-2003
san diego,ca,circle,7200.0,5/15/2006,32.7152778,-117.1563889,03-13-2006
royse city,tx,formation,600.0,5/13/2012,32.975,-96.3322222,04-22-2012
cheyenne,wy,egg,300.0,5/14/2002,41.14,-104.8197222,04-30-2002
sevierville,tn,triangle,180.0,3/27/2014,35.8680556,-83.5619444,03-20-2014
steamboat springs,co,rectangle,180.0,10/14/2013,40.485,-106.8311111,10-06-2013
minneapolis,mn,disk,120.0,10/2/1999,44.98,-93.2636111,07-20-1999
deerfield beach,fl,fireball,180.0,5/11/2005,26.3180556,-80.1,04-29-2005
university place,wa,sphere,300.0,7/6/2011,47.2358333,-122.5491667,07-04-2011
watertown,mn,light,120.0,6/2/2013,44.9636111,-93.8469444,11-13-2012
fredericksburg,va,light,2.0,2/12/2004,38.3030556,-77.4608333,02-08-2004
rockford,il,light,5.0,10/10/2011,42.2711111,-89.0938889,09-08-2011
san jose,ca,changing,10800.0,10/30/2006,37.3394444,-121.8938889,08-16-2006
canton,mi,formation,180.0,4/27/2007,42.3086111,-83.4822222,03-29-2007
houston,tx,triangle,900.0,5/13/2012,29.7630556,-95.3630556,09-06-2010
myrtle beach,sc,fireball,240.0,10/30/2012,33.6888889,-78.8869444,10-24-2012
casa grande,az,triangle,180.0,10/30/2006,32.8794444,-111.7566667,09-25-2006
des allemands,la,sphere,1080.0,12/12/2009,29.8236111,-90.475,12-10-2009
scottsdale,az,sphere,7.0,6/12/2007,33.5091667,-111.8983333,04-27-2004
emporia,ks,circle,60.0,8/5/2001,38.4038889,-96.1813889,02-25-2001
mcdonald,pa,light,3600.0,2/7/2014,40.3708333,-80.235,02-01-2014
alexandria,va,fireball,12.0,5/29/2011,38.8047222,-77.0472222,05-12-2011
brewster,ny,triangle,30.0,8/30/1999,41.3972222,-73.6175,09-23-1997
snoqualmie,wa,other,7200.0,7/17/2011,47.5288889,-121.8241667,07-07-2011
burlingame,ks,triangle,7200.0,8/30/2010,38.7538889,-95.8347222,08-25-2010
new york,ny,light,10800.0,7/4/2012,40.7141667,-74.0063889,07-04-2011
barrington,il,triangle,5.0,11/21/2010,42.1538889,-88.1361111,08-01-1980
seattle,wa,rectangle,18000.0,4/28/2001,47.6063889,-122.3308333,08-14-1998
corydon,in,triangle,600.0,9/2/2005,38.2119444,-86.1219444,06-01-2005
bolingbrook,il,fireball,240.0,8/5/2012,41.6986111,-88.0683333,07-08-2012
houston,tx,triangle,4.0,11/21/2010,29.7630556,-95.3630556,11-09-2010
elkins,ar,disk,300.0,8/5/2012,36.0013889,-94.0080556,07-26-2012
tampa,fl,disk,4.0,5/13/2012,27.9472222,-82.4586111,03-30-2012
fillmore,ca,disk,120.0,3/16/2001,34.3991667,-118.9172222,02-23-2001
buffalo,ny,light,300.0,12/19/2003,42.8863889,-78.8786111,07-13-2003
huntsville,al,light,15.0,12/7/2006,34.7302778,-86.5861111,11-28-2006
noblesville,in,fireball,180.0,8/7/2007,40.0455556,-86.0086111,06-29-2007
dayton,tx,triangle,300.0,12/12/2009,30.0463889,-94.885,10-30-2009
elkhorn,wi,light,600.0,7/6/2011,42.6727778,-88.5444444,07-04-2011
captiva,fl,light,2760.0,7/14/2013,26.5216667,-82.1894444,07-04-2013
carterville,mo,other,1800.0,10/19/2011,37.1491667,-94.4427778,10-14-2011
portland,or,light,1800.0,1/28/1999,45.5236111,-122.675,03-26-1998
yakima,wa,light,3.0,12/12/2009,46.6022222,-120.5047222,11-08-2009
ithaca,ny,fireball,3.0,5/15/2013,42.4405556,-76.4969444,03-23-2013
cashmere,wa,fireball,10.0,4/27/2004,47.5225,-120.4686111,08-14-2003
west houston (greenridge @ westiemer rd.; near galleria),tx,formation,30.0,1/28/1999,29.7630556,-95.3630556,10-01-1996
clarkston,ga,oval,300.0,2/1/2007,33.8094444,-84.2397222,08-01-1974
north fort myers,fl,circle,60.0,3/31/2008,26.6669444,-81.8802778,03-11-2008
whitakers,nc,triangle,240.0,10/19/2011,36.1052778,-77.7130556,10-14-2011
moore haven,fl,light,1200.0,2/22/2002,26.8327778,-81.0933333,02-02-2002
bozeman,mt,light,600.0,2/4/2013,45.6797222,-111.0377778,12-29-2012
arnold,md,other,25.0,6/18/2003,39.0319444,-76.5030556,06-17-2003
orland park,il,other,600.0,7/3/2013,41.6302778,-87.8538889,06-08-2013
st. augustine,fl,sphere,240.0,8/7/2011,29.8944444,-81.3147222,06-05-2011
portville,ny,oval,60.0,10/19/1999,42.0386111,-78.3411111,10-11-1999
new york city (bronx),ny,oval,10.0,4/16/2005,40.7141667,-74.0063889,06-01-1958
sugar hill (?),ga,circle,120.0,11/21/2010,34.1063889,-84.0336111,10-23-2010
las cruces,nm,light,600.0,3/31/2008,32.3122222,-106.7777778,03-28-2008
cedar falls,ia,light,300.0,1/12/2012,42.5277778,-92.4452778,10-30-2010
indianapolis,in,rectangle,60.0,6/3/2010,39.7683333,-86.1580556,06-01-2010
baytown,tx,light,900.0,4/16/2005,29.7352778,-94.9772222,10-24-1975
tyler,tx,fireball,300.0,7/19/2010,32.3511111,-95.3008333,07-10-2010
huntsville,al,light,120.0,5/15/2013,34.7302778,-86.5861111,05-10-2013
potosi,mo,cylinder,300.0,8/30/2013,37.9363889,-90.7877778,08-21-2013
south burlington,vt,formation,120.0,2/18/2013,44.4669444,-73.1713889,02-06-2013
san jose,ca,disk,420.0,2/14/2008,37.3394444,-121.8938889,10-15-1981
oswego,il,fireball,600.0,10/30/2012,41.6827778,-88.3513889,09-28-2012
roanoke,va,triangle,597.0,10/11/2005,37.2708333,-79.9416667,09-12-2005
wickenburg,az,sphere,5400.0,6/9/2009,33.9686111,-112.7288889,05-18-2009
new york city (yonkers),ny,oval,7200.0,5/24/2005,40.7141667,-74.0063889,07-12-2004
clinton,me,oval,1800.0,12/16/2005,44.6377778,-69.5036111,07-30-1980
pismo beach,ca,light,360.0,5/15/2006,35.1427778,-120.6402778,04-22-2006
north little rock,ar,light,180.0,9/28/2002,34.7694444,-92.2669444,04-22-1998
jaffrey,nh,fireball,10.0,10/30/2006,42.8138889,-72.0236111,10-14-2006
mission,sd,disk,21600.0,2/14/2008,43.3058333,-100.6577778,01-31-2008
st. robert,mo,fireball,20.0,8/5/2012,37.8280556,-92.1775,07-05-2012
elkhorn,wi,other,60.0,12/20/2012,42.6727778,-88.5444444,09-02-2011
everett,wa,other,360.0,8/30/2013,47.9791667,-122.2008333,08-08-2013
seattle,wa,sphere,300.0,4/18/2012,47.6063889,-122.3308333,04-08-2012
mcdonough,ga,circle,10.0,12/12/2009,33.4472222,-84.1469444,09-24-2009
hayden,id,triangle,180.0,8/5/2009,47.7661111,-116.7855556,06-11-2009
van nuys,ca,teardrop,240.0,4/26/1999,34.1866667,-118.4480556,11-15-1974
ingleside,il,circle,1200.0,5/29/2012,42.3811111,-88.1397222,05-27-2011
flowery branch,ga,triangle,1800.0,11/20/2013,34.185,-83.9252778,11-19-2013
council bluffs,ia,triangle,180.0,8/5/2012,41.2619444,-95.8608333,07-19-2012
canton,tx,other,300.0,8/5/2001,32.5563889,-95.8630556,12-09-1990
long island city,ny,rectangle,1200.0,12/16/2005,40.7447222,-73.9491667,12-13-2005
geneseo,il,light,300.0,1/31/2011,41.4480556,-90.1541667,01-30-2011
milton,fl,formation,300.0,6/20/2011,30.6322222,-87.0397222,06-16-2011
ranshaw,pa,sphere,180.0,6/18/2004,40.7858333,-76.5183333,06-17-2004
hiram,oh,disk,120.0,7/3/2013,41.3125,-81.1438889,06-15-2013
lemont,il,triangle,360.0,4/2/1999,41.6736111,-88.0016667,03-11-1999
san angelo,tx,other,300.0,11/21/2010,31.4636111,-100.4366667,09-13-2010
hays,mt,fireball,60.0,12/16/2005,47.9891667,-108.6936111,11-18-2005
cameron,wv,triangle,300.0,3/4/2008,39.8269444,-80.5666667,12-12-2007
east dennis,ma,sphere,120.0,8/28/2009,41.7425,-70.1625,08-03-2009
north kingstown,ri,oval,40.0,10/25/2011,41.55,-71.4666667,10-10-2011
east boston,ma,disk,600.0,8/24/2010,42.375,-71.0397222,05-01-2010
vancouver,wa,triangle,10.0,5/15/2006,45.6388889,-122.6602778,04-29-2006
mesa,az,circle,240.0,5/10/2004,33.4222222,-111.8219444,05-09-2004
newark,oh,circle,300.0,6/18/2004,40.0580556,-82.4013889,06-01-1976
morrow,ga,light,900.0,6/12/2002,33.5830556,-84.3394444,05-15-2002
albuquerque,nm,light,300.0,9/24/2003,35.0844444,-106.6505556,09-19-2003
vancouver,wa,triangle,240.0,9/24/2012,45.6388889,-122.6602778,09-07-2012
augusta,ga,triangle,600.0,8/7/2007,33.4708333,-81.975,07-07-1968
victoria,mn,chevron,120.0,12/7/2006,44.8586111,-93.6613889,11-07-2006
pyote,tx,triangle,2700.0,9/9/2013,31.5347222,-103.1258333,09-06-2013
osage beach,mo,fireball,900.0,11/21/2010,38.1502778,-92.6177778,09-04-2010
hopkinton,ma,oval,60.0,8/7/2007,42.2286111,-71.5230556,07-24-2007
st. louis,mo,diamond,120.0,3/19/2009,38.6272222,-90.1977778,01-29-2009
las vegas (outside of),nv,cone,3600.0,8/30/2013,36.175,-115.1363889,03-05-2013
shepherdsville,ky,triangle,300.0,3/23/2004,37.9883333,-85.7158333,03-19-2004
ridley park,pa,light,15.0,10/30/2012,39.8811111,-75.3241667,10-12-2012
cedartown,ga,triangle,120.0,8/5/2009,34.0536111,-85.255,07-29-2009
cumberland,ri,triangle,10.0,1/11/2005,41.9666667,-71.4333333,01-08-2005
stroudsburg,pa,light,2.0,8/30/2013,40.9866667,-75.195,08-21-2013
niceville,fl,formation,15.0,4/27/2004,30.5166667,-86.4822222,04-20-2004
chicago,il,oval,240.0,4/16/2005,41.85,-87.65,06-01-1968
rapid city,sd,circle,15.0,9/9/2004,44.0805556,-103.2305556,12-10-1995
bemus point,ny,circle,3600.0,8/30/2013,42.1616667,-79.3919444,08-24-2013
toledo,oh,cylinder,1200.0,8/7/2011,41.6638889,-83.5552778,07-30-2011
great falls,mt,other,10800.0,11/3/2005,47.5002778,-111.3,10-05-2005
morristown,nj,light,3.0,11/11/2013,40.7966667,-74.4819444,10-24-2013
snowmass village,co,circle,180.0,10/10/2011,39.2130556,-106.9372222,10-08-2011
gilbert,az,formation,15.0,12/16/2005,33.3527778,-111.7883333,11-28-2005
knife river,mn,triangle,45.0,7/10/2010,46.9494444,-91.7788889,08-28-2001
oconomowoc (heading towards),wi,light,300.0,8/5/2001,43.1116667,-88.4991667,06-15-1991
newport,me,disk,300.0,10/8/2007,44.8352778,-69.2744444,06-10-1997
syracuse,ny,light,2.0,4/1/2000,43.0480556,-76.1477778,03-24-2000
williamsburg,oh,sphere,8.0,10/31/2008,39.0541667,-84.0530556,09-25-2008
cedar park,tx,fireball,35.0,2/3/2012,30.505,-97.82,02-01-2012
lake of the woods (near; closest city ashland - 30 mi.),or,light,2700.0,3/7/1998,42.3788889,-122.2111111,08-12-1993
wyoming,mi,changing,60.0,1/28/1999,42.9133333,-85.7052778,02-23-1998
riverdale,mi,cylinder,3600.0,12/2/2013,43.3855556,-84.8355556,11-22-2013
granby,vt,egg,5.0,4/16/2005,44.5705556,-71.7591667,03-06-2005
surprise,az,light,600.0,4/4/2014,33.6305556,-112.3325,04-03-2014
mason (just north of),mi,sphere,2.0,11/8/2005,42.5791667,-84.4436111,11-05-2005
beacon,ny,light,3700.0,2/8/2005,41.5047222,-73.97,02-02-2005
san diego,ca,sphere,360.0,11/21/2010,32.7152778,-117.1563889,11-04-2010
troy,il,circle,600.0,2/14/2010,38.7291667,-89.8830556,12-12-2009
pawtucket,ri,sphere,60.0,7/4/2012,41.8786111,-71.3830556,06-28-2012
independence,mo,light,600.0,8/21/2011,39.0911111,-94.4152778,08-20-2011
twin falls,id,sphere,1800.0,7/23/2003,42.5630556,-114.46,07-18-2003
detroit,mi,light,300.0,9/29/2004,42.3313889,-83.0458333,09-25-2004
troy,il,light,4.0,7/5/2005,38.7291667,-89.8830556,07-04-1997
moore,sc,diamond,120.0,1/12/2012,34.8333333,-81.9922222,12-31-2011
houma (raceland?),la,triangle,900.0,5/2/2014,29.5955556,-90.7194444,04-27-2014
hardin,mt,flash,1200.0,5/13/2012,45.7325,-107.6113889,03-10-2012
oklahoma city,ok,rectangle,60.0,8/7/2007,35.4675,-97.5161111,07-28-2007
carthage,tn,light,5.0,6/3/2011,36.2522222,-85.9516667,06-02-2011
dubuque,ia,oval,600.0,8/30/2013,42.5005556,-90.6644444,08-16-2013
savannah,ga,circle,600.0,4/27/2004,32.0833333,-81.1,04-01-1968
peru,in,light,900.0,7/5/2013,40.7536111,-86.0688889,07-04-2013
durham,nh,other,600.0,5/29/2011,43.1338889,-70.9269444,06-16-2004
keokuk,ia,light,10.0,5/12/2011,40.3972222,-91.3847222,05-12-2010
marshall,mo,flash,1341.0,10/12/2001,39.1230556,-93.1966667,09-21-2001
scottsdale,az,triangle,2400.0,3/19/2002,33.5091667,-111.8983333,03-13-1997
middletown,de,triangle,480.0,11/8/2003,39.4494444,-75.7166667,04-20-2003
bay minette,al,circle,420.0,5/13/2012,30.8827778,-87.7730556,05-12-2012
hagerstown,md,sphere,70.0,5/13/2012,39.6416667,-77.7202778,03-18-2012
elgin,tx,light,600.0,11/8/2005,30.3494444,-97.37,11-03-2005
west des moines,ia,light,180.0,11/20/2013,41.6005556,-93.6088889,11-16-2013
myrtle beach,sc,light,1800.0,6/12/2007,33.6888889,-78.8869444,05-01-2007
reno,nv,fireball,5.0,2/22/2005,39.5297222,-119.8127778,02-10-2005
lancaster,ny,light,30.0,2/1/2007,42.9005556,-78.6705556,12-19-2006
bemidji,mn,triangle,240.0,3/10/2011,47.4736111,-94.88,03-01-2011
wabash,in,light,300.0,3/31/2008,40.7977778,-85.8205556,03-08-2008
delafield,wi,formation,492.0,5/29/2011,43.0608333,-88.4036111,05-25-2011
mission viejo,ca,triangle,120.0,8/20/2001,33.6,-117.6711111,08-16-2001
chicago,il,triangle,3600.0,5/24/1999,41.85,-87.65,03-17-1999
fulton,il,fireball,1800.0,7/14/2013,41.8672222,-90.1594444,07-05-2013
willard,mo,triangle,900.0,12/14/2006,37.305,-93.4283333,11-24-2006
friendship,tn,circle,180.0,7/28/2010,35.9088889,-89.2452778,07-20-2010
vancouver,wa,light,300.0,8/20/2001,45.6388889,-122.6602778,08-14-2001
yucaipa,ca,light,2700.0,8/7/2011,34.0336111,-117.0422222,07-23-2011
horton,ks,triangle,420.0,3/2/2004,39.6605556,-95.5261111,07-05-2003
covington,ga,light,1200.0,3/4/2008,33.5966667,-83.8602778,12-06-2007
downingtown,pa,circle,120.0,7/22/2013,40.0063889,-75.7036111,07-14-2013
charlotte,nc,circle,60.0,12/12/2011,35.2269444,-80.8433333,07-15-2009
newington,ct,triangle,300.0,3/13/2012,41.6977778,-72.7241667,06-18-1966
union dale,pa,cylinder,120.0,7/19/2010,41.7166667,-75.4925,07-10-2010
kernersville,nc,light,60.0,12/23/2013,36.1197222,-80.0738889,12-21-2013
north little rock,ar,circle,15.0,8/28/2002,34.7694444,-92.2669444,07-14-1968
san gabriel,ca,circle,60.0,12/9/2003,34.0961111,-118.105,12-02-2003
south pasadena,ca,chevron,10.0,1/7/2000,34.1161111,-118.1494444,01-02-2000
baton rouge,la,light,300.0,2/14/2010,30.4505556,-91.1544444,12-23-2009
cambridge,mn,triangle,120.0,1/24/2012,45.5727778,-93.2241667,01-08-2012
spokane,wa,changing,360.0,1/10/2009,47.6588889,-117.425,10-31-2008
phoenix,az,rectangle,600.0,11/28/2007,33.4483333,-112.0733333,03-13-1997
kent cliffs,ny,disk,1200.0,11/8/2003,41.455,-73.7544444,09-10-1989
newport,ri,disk,240.0,6/8/2012,41.49,-71.3133333,07-15-2010
hinton,wv,other,1500.0,3/19/2009,37.6738889,-80.8894444,03-02-2009
finley,wa,light,52623200.0,8/19/2012,46.1541667,-119.0327778,08-10-2012
buckeye,az,light,1350.0,7/14/2013,33.3702778,-112.5830556,07-09-2013
pearblossom,ca,triangle,300.0,7/16/2003,34.5063889,-117.9088889,07-09-2003
kure beach,nc,circle,1500.0,8/5/2012,33.9966667,-77.9075,07-25-2012
ozark,al,other,30.0,11/21/2010,31.4588889,-85.6405556,10-15-2009
wenatchee,wa,light,1800.0,1/17/2004,47.4236111,-120.3091667,12-31-2003
